,cfg,fold,loss_test,acc_test,f1_test,mean_loss,std_loss,mean_acc_val,std_acc_val,mean_acc_train,std_acc_train,mean_f1_train,std_f1_train,mean_f1_val,std_f1_val
41,5,4,2.257028087820559,15.252947888931153,0.13508777373627678,1.0077708076610654,0.674059220907025,50.74276979562069,21.89234131281972,59.90116710806051,23.6556553306766,0.5784818490142339,0.2652519959556099,0.5022702485270111,0.22865515574190456
42,6,4,7.386781342290753,17.99163179916318,0.1508176400481497,0.9216271319125052,0.6588234222170706,53.315866170346595,21.228828057730645,63.14879954983619,23.30423026441518,0.6137642188167621,0.2603698510806927,0.5285641432216985,0.22131623735218925
43,7,4,6.499928736239502,16.774438950171167,0.14643641575168376,0.8619840918277042,0.636202551134372,55.23138885652029,20.495852432659415,65.34623429171658,22.563879041155264,0.637828539805082,0.2517632134179036,0.5481612034560477,0.21343277023236687
44,8,4,0.5644345317854197,75.27577025484975,0.7525540399639351,0.8189619447322379,0.6120882548830126,56.703336473757616,19.77672518454014,66.90761611197371,21.73068332836351,0.6550537532922363,0.24234682779793412,0.5633756277376579,0.20587543730074417
45,9,4,4.230159462386719,24.800304298212247,0.19478922268834248,0.8167128768482137,0.5808063721340162,57.40892917471972,18.887688248682394,66.8073876275293,20.621745190546843,0.6548846972156345,0.22994985478225527,0.5711244104583153,0.19675972165005284
46,10,4,2.1335074441566264,32.29364777481932,0.2558396924070093,0.869075146965383,0.5784464984259575,56.383942626089535,18.330126435757407,64.33665821389621,21.17616250841734,0.6292658606635756,0.23396505237207246,0.5613564251714737,0.1903859252602173
47,11,4,2.2897036525404193,22.365918600228223,0.12268868465542569,0.9844909007444963,0.6732358404536684,52.65654463210652,21.56510625362879,60.81182028717381,23.40814495621366,0.5882815448681419,0.2621870417272028,0.5222758447083673,0.22443163715279668
48,0,5,7.434802211966809,24.381894256371243,0.1766708382853072,0.37903970474669046,0.01283028639028491,72.05548435522982,0.7845538181558623,83.93258653178779,0.649881901377807,0.838400478468594,0.006527095485829798,0.7206469044073394,0.007492397845196354
49,1,5,0.5140221332154891,78.96538607835679,0.7893610666893981,0.3837676373582519,0.01371130622286279,72.1493698949001,0.8102500282694212,83.76434800706866,0.655410755572885,0.8367913874301618,0.00655720300478414,0.7215262169963134,0.008012226814154045
50,2,5,7.100223563206246,13.427158615443135,0.097929764369373,0.4045766264541475,0.03380912347813301,72.01437534877728,0.9900101184990228,82.83859287780086,1.5226769152051902,0.82755247610447,0.0152268915261166,0.7201879131012147,0.00995889019455736
51,3,5,3.9824421811790782,17.83948269303918,0.14055044061062702,0.4979022615590458,0.16497099138036386,70.13507875720836,3.3994161869220685,78.78130594501455,7.19561365013318,0.7861531744636967,0.07334906246855377,0.7014865763844869,0.03377931134696731
52,4,5,3.074195386656975,17.230886268543173,0.10965776769438015,0.6676678645765414,0.3703460094971249,65.88975520443256,9.03590556352023,71.38775776114375,16.131524365589854,0.7083427836774131,0.16892091507869272,0.6593172931192445,0.08973911089506803
53,5,5,2.2982108916742985,5.325218714340053,0.03880403799677036,0.9350223765865222,0.6867976586373037,57.96155087404765,20.015808518037694,62.99407732753643,23.858967186215846,0.6125455080233511,0.2641595233162901,0.5700876793945219,0.2173407132514175
54,6,5,4.851910411713581,21.681247622670217,0.1578902548912844,0.8590181903675624,0.662606138152488,59.7233164671316,19.031801959217265,65.82780608538684,23.15695381013512,0.6432396992641792,0.25588741915380386,0.5888730380010047,0.20645940634890161
55,7,5,6.053369347350413,12.818562190947128,0.10550046191991871,0.8063960306351892,0.6353349727479636,61.02600345304636,18.1404842538523,67.7472364121668,22.25367342539489,0.6642168694953587,0.24575556604212978,0.602900719407298,0.19672912786938387
56,8,5,7.487917042500667,11.639406618486117,0.079087247572454,0.769865715846818,0.6078682659013231,61.886208383646895,17.275524873683576,69.05049858226775,21.3037256083067,0.6786438808941562,0.2352794892651195,0.6122208274185713,0.18734564637283516
57,9,5,2.688848696090777,29.478889311525293,0.25226580944753624,0.7873653660445845,0.5792286310646554,61.26166461808762,16.501379550565424,68.03500588755725,20.456958576764773,0.6691728811183861,0.225174555990504,0.6067192174745031,0.17856503941946458
58,10,5,1.1933084368116278,49.25827310764549,0.5042904872671846,0.8489620387017079,0.5856839299005056,59.48235113421699,16.710801560650285,65.24862550646418,21.403908904919046,0.6402691821598009,0.23335985339085766,0.590158415970458,0.1781444816561972
59,11,5,2.2917842890382856,27.729174591099277,0.1606058441453109,0.9676069533000402,0.6850428892119839,55.896388554169626,19.993290288086346,61.59657612033054,23.80524945347392,0.5982513833341412,0.2633487742661611,0.5507370355237132,0.21514934507801994
